n11768216,廖祖笙：2020年或为暴政收官年
n13523907,郑州水灾死亡人数仅瞒报139人 网友热议
n13525841,【网海拾贝】央视贪官认罪为何神情放松、笑眯眯？
n13525987,颜纯钩：伤天害理奢言天堂，灭绝人性才是革命
n13525687,封城后，为找一张病床，打了1000个求助电话
n13528201,【网海拾贝】北京冬奥：21世纪希特勒式奥运会
n13530314,伍新：真吃人的纸老虎
n13530282,【网海拾贝】中国坚持清零陷入难以摆脱的死胡同
n13534222,东方觉：荒唐国度荒唐事 雷人社会雷人语
n13534505,电影院里看民主
n13534745,【网海拾贝】“不惜一切代价”中的那个代价
n13538850,佳能“恶意补偿”？网友：请这样的恶意再多些
n13541256,王维洛：郑州水灾真相难以掩盖
n13543797,棣子小：警惕共产国际远东支部对台湾的非武力阴谋
n13546065,中国民主党全国联合总部新年致辞
n13546506,【网海拾贝】甘肃群众演员宰客 李克强吃哑巴亏
n13544551,【网海拾贝】彭帅处境不明，张高丽平安无事
n13547580,吕千荣：拷问新年的思念
n13548612,【网海拾贝】中共“团拜会”，孟建柱暴瘦眼神诡异
n13548833,吴吕南吁居英港人：登记做选民 参选做议员
n13553762,林泉：第一贩卖人口大国的奥运圣会
n13554949,【网海拾贝】美中科技脱钩，中国的代价更大
n13555073,千百度：在今天的中国，还有多少疯了的杨某侠
n13556764,大陆作家对徐州性奴案提七点质疑
n13556788,【网海拾贝】参加北京冬奥给世界带来巨大风险
n13558148,林泉：第一贩卖人口大国的奥运圣会
n13558171,理悟：壬寅新春赠言
n13558232,徐州丰县拐卖妇女普遍 基层政府被指是保护伞
n13560392,面对徐州性奴案，一位作家与母亲的痛和愤怒
n13560444,【网海拾贝】放过中南海，岂不是避重就轻？
n13560481,网友致徐州丰县中共县委书记的公开信
n13562715,蔡慎坤：国足终于可以歇一歇了
n13562799,【网海拾贝】冬奥开幕仅一天 吐槽大会开始了
n13564695,黄后乐：可青，你在哪里？
n13565923,大陆律师：徐州性奴案官方最新通告不能成立
n13565969,【网海拾贝】彭帅接受法媒采访：一次精心安排的访谈
n13566297,“你们纯粹是在侮辱中国网民的智商！”
n13570429,从强制流产到强制不流产，网友斥政策魔幻
n13570425,司法护理专家：活摘器官造成广泛的受害群
n13570595,【网海拾贝】没有人站在岸上，没有人高枕无忧
n13572734,杜耀明：宣传喉舌回力镖 伤人终于伤自己
n13573458,【网海拾贝】八孩母、彭帅、谷爱凌都套着“锁链”
n13573222,冯睎干：彭定康仗义执言
n13575016,魏士：一朝发祥地沈阳的传统文化底蕴
n13575417,【网海拾贝】中共是沦陷区所有罪恶的元凶
n13578309,法学教授：八孩女事件 官方是如何自毁形象的
n13578379,【网海拾贝】面对“八孩女”的铁链，祖国你在哪？
n13580940,杨某侠结婚照曝光 网民质疑不是“8孩女”
n13581050,【网海拾贝】铁链不解开，金牌有何用？
n13581127,北大学子发公开信，吁中共彻查徐州铁链女事件
n13583849,经济学家：“八孩妈”事件是人性恶，更是制度恶
n13583918,【网海拾贝】在民众眼里 中共政府已完全没有信用
n13586770,谢田：北约理应回应普京 重新定位针对中共
n13586839,黄翔：致被“铁链锁颈”的中国女性
n13587009,【网海拾贝】台湾跃居世界前列，海峡两岸东升西降
n13588929,伍新：在那“最具幸福感”的地方
n13589391,【网海拾贝】“铁链女”被拐后的前十年在哪里？
n13589764,海外华人致信习近平 呼吁让“铁链女”回家
n13590559,理悟：孽海无涯回头岸
n13591446,【网海拾贝】铁链女事件发酵，一只黑天鹅天际飞来
n13593305,陈叔涵：中国人心头上的铁链
n13593140,郑存柱：《转法轮》与传播学
n13593419,金刚行：一条铁链
n13593432,陈达：江苏调查组——亡党加速器
n13593464,吕千荣：我们都是“铁链女”
n13593730,【网海拾贝】丰县铁链女悲剧，谁是罪魁祸首？
n13593842,胡平：伟大的母亲有伟大的胸怀
n13595982,【网海拾贝】级别再高的中共调查组也是剧组
n13596303,还有多少不为人知的“铁链女”？
n13598912,【网海拾贝】中共明知铁链女是谁，就是不予确认
n13598975,江苏作家呼吁：“铁链女”调查组成员应该实名制
n13601559,【网海拾贝】铁链女最新通告是对第四版通告的润色
n13601661,清荷：破晓
n13601690,吐为快：临江仙·哭李莹
n13601709,李国涛：第二故乡法拉盛掠影
n13604685,致铁链女：生命得不易 有一良方能把你解救
n13605425,云昭：走进窄门的梁小军
n13604783,【网海拾贝】中共的真相就是无真相
n13606845,在江苏调查组的通报里读到两个字：“吃人”！
n13606832,【网海拾贝】这个大人物到底是谁？
n13607010,李春草：论中共的“三化一缺”
n13607020,真真：浅释“共产党”
n13607391,云昭：谢燕益的道
n13608462,晓晴：那个女子
n13608529,自醒：中国掀起了网络文革2.0版
n13608403,【网海拾贝】铁链女冲击下 “岁月静好”已地动山摇
n13610798,东方乐：老铁 万有一神你咋整？
n13611148,东方霞：避疫
n13611171,吴新：李莹是怎样被拐骗的
n13610621,【网海拾贝】中共为何在乌克兰撤侨问题上出尔反尔？
n13613447,网友：“江苏省调查组，请解释 ！”
n13613477,【网海拾贝】吴京没来拯救大家，战狼也不见踪影
n13616043,如果铁链女是小花梅，官方为何不让亲人来认亲？
n13616093,【网海拾贝】中共不能暴露铁链女真实身份的原因
n13619568,【网海拾贝】在乌克兰的炮声中，铁链女的哭声反而更清晰了
n13619641,中共撤侨不力，留学生泪喊“怎么相信国家？”
n13619943,郑仁禾：宣传掩盖下的真相
n13621510,铁链女事件带给一个大陆女博士的不安和愤怒
n13621552,【网海拾贝】董集村的严防死守证明了一件事
n13622554,俄乌战争启示录（之一)：世界性保守主义回潮
n13623889,【网海拾贝】俄乌战争的真正启示：武统台湾没门！
n13624452,俄乌战争启示录（之二）：中共将成世界民主公敌
n13624890,李明：疫情中怎样成为不会被感染的人
n13625514,【网海拾贝】割韭菜与时俱进 中共大使馆撤侨趁火打劫
n13626011,理悟：一粒火种铁链女
n13625704,一高中生直指央视为俄罗斯入侵乌克兰打掩护
n13624562,俄乌战争启示录（之三)：台湾从此将更安全
n13627859,网友乌衣又遭抓捕，徐州当局到底想干什么？
n13629223,理悟：说“当权”
n13629307,巫本添：为无辜的乌克兰人祈祷
n13630325,【网海拾贝】乌俄之战离中国很远，铁链女离中国人很近
n13633182,欧阳天剑：从香港最近“疫情爆发”说开去
n13636247,袁斌：邪党的锁链
n13636270,王毅标榜“你的身后是祖国” 被网友打脸
n13636363,【网海拾贝】俄乌战后中共将成世界民主公敌
n13637555,吐为快：踏莎行 · 无形的锁链
n13637601,关乐：母锁链分明在人鬼边际
n13638903,祝君安：这个世界不要俺了
n13639171,【网海拾贝】乌战改变世界战略格局
n13639019,清华教授：普京在事与愿违的意义上改变了世界
n13641238,【网海拾贝】中共打拐是假，打击正义人士是真
n13641647,让世界惊喜的华人中文美声与大赛
n13641615,传统武术何在？ 新武术以假乱真
n13643578,【网海拾贝】乌克兰用鲜血为台湾写下战争预案
n13643927,理悟：说“两会”提案
n13644124,【投书】给大纪元报和新唐人电视台的公开信
n13644191,“中国对外开放的大门不会关上”吗？
n13644228,觅真：请充当中共的帮凶、打手们引以为戒
n13644892,袁媛：我是这样看这场俄乌战的
n13647381,【网海拾贝】一位从美回国的网友如此吐槽
n13649744,社会学家：安全关切不能成为一国入侵他国的理由
n13649860,【网海拾贝】美中罗马会谈毫无结果不是好兆头？
n13649966,党媒报导美国民众“水深火热”惨遭翻车
n13652450,燕郊女孩：离家只有2公里，却像隔了一条银河
n13652629,【网海拾贝】2年多了，病毒又回去了
n13652799,历弘：沉默者亦是共犯
n13655760,【网海拾贝】俄乌战争，中共犯“颠覆性战略错误”
n13657746,防疫一刀切，令北京“双城记”现悲情一页
n13657799,【网海拾贝】中共从不缺席世界性邪恶行径
n13657995,川人：汉奸嘴脸，中共替俄国洗地原形毕露？
n13659123,东方不乐：铁链歌二首
n13659323,大陆作家：“疫情封控一刀切，于是我被……了”
n13659660,【网海拾贝】赵立坚“抖机灵”遭乌克兰副总理怒怼
n13660773,如初：羡慕与嫉恨，中共瞄向谁？
n13660898,清泉：泉州新冠再起，疫情源头竟是官员酒店
n13661829,余茂春：台湾应该吸取乌克兰的深刻教训
n13661999,网友改写名著名句，拿大陆疫情防控开涮
n13662063,【网海拾贝】中共抗疫：病毒都没有你们可怕
n13664450,清零式严控与“一刀切”下的燕郊
n13664594,【网海拾贝】不军援俄罗斯，中共的话能信？
n13666926,东方觉：荒唐国度荒唐事 雷人社会雷人语
n13667190,【网海拾贝】中国传染病专家质疑中共隔离政策
n13669436,东航空难事件董事长答记者问 网友不满
n13669511,南京双城族：“因为疫情我无家可归了！”
n13669564,【网海拾贝】中共又干预美国内政了
n13672217,两位上海市民感染新冠后的亲历记
n13672307,【网海拾贝】最后病毒未必防住，人民先崩溃了
n13674318,关于防疫，网友请中共回答5大类20个问题
n13674403,【网海拾贝】可怕的不是病毒，是一刀切的清零
n13675834,乾元：东航飞机失事一个可能原因的猜想
n13676034,【网海拾贝】东航失事飞机的黑匣子到底有没有找到？
n13676078,博主：每一次清零，都是人民慢慢流血的过程
n13677332,李明：史前大洪水与本次全球疫情
n13678056,直言：《贱党伪业》续
n13678215,丰县籍导演不惧风险再度为铁链女事件发声
n13678253,【网海拾贝】这是2022年的上海？
n13680287,网友：这就是之前被捧上天的精准防控的上海么？
n13680707,【网海拾贝】“中国会变成国际社会负责任的一员吗”？
n13683088,那些在“精准防控”下求助的上海普通人
n13683137,【网海拾贝】东航空难调查：中国民间提出三大疑问
n13685891,上海77岁患者因封控不当惨死，家属追问真相
n13685914,【网海拾贝】中共极端“清零”人民忍无可忍
n13686006,程晓农：俄国入侵乌克兰：民主化失败的现实教训
n13688555,颜纯钩：真相无价：正确的历史观是价值观的基础
n13688654,【网海拾贝】这就是上海！活了33年的上海！
n13688756,同根：正视疫苗的无效，回归昔日的忠告（下）
n13691971,唐付民：再次质疑疯狂的中共抗疫模式
n13692603,【网海拾贝】这样的上海百年不遇
n13694452,祝君安：浪淘沙·清零模式
n13694627,律师：上海单独隔离婴幼儿涉嫌滥用职权罪
n13694674,【网海拾贝】所谓“全国疫情数据”都是中共编造的
n13698883,我们从小到大学到的历史哪些是假的（17）
n13698988,【网海拾贝】“人们成了灾难性政治实验的一部分”
n13701561,网友调侃中共防疫政策，令人捧腹
n13701767,【网海拾贝】如能抗议何须抗疫，若不废言怎有肺炎
n13703131,理悟：命悬一线等什么
n13704442,【网海拾贝】你能想像得到这里是上海吗？
n13706184,谢燕益：受害人郭洪伟因公权渎职侵权致死
n13706497,一个上海市民的哭诉：“我的爸爸没了”
n13706555,【网海拾贝】一场针对十几亿人的服从性训练
n13706620,一个上海阳性市民72小时的荒谬人生
n13708141,真真：什么是“中国特色”
n13708201,【网海拾贝】所谓不惜一切代价，就是不惜让你成为代价
n13709048,李春草：醉花阴·政治正确
n13709700,太魔幻，上海小伙饿疯了，竟主动要吃“牢饭”
n13709731,【网海拾贝】可怕的不是病毒，而是说封就封
n13710606,【网海拾贝】你们造了如此大的谣，为何没人担责？
n13710629,上海网友：“刚刚，我妈电话我求救”
n13711504,上海东方卫视防疫晚会被网友骂停
n13711529,媒体人：疫情下的上海，根本不是新闻里看到的那样
n13711555,【网海拾贝】未来十年的灰暗底色已经一览无余
n13712343,【网海拾贝】中国防疫，只有胜利没有结束
n13712354,上海市民：我受不了了人很难受，就看着我死吗？
n13712470,竞选者：什么是国家统一市场？
n13712475,美国是全球最大人权赤字国？央视被网民骂翻
n13712971,袁斌：他们没有死于新冠，却因新冠而死
n13712983,【网海拾贝】这次上海封城，最值得国人思考是什么？
n13713500,理悟：十悔逢红朝
n13713502,东方霞：观大陆疫情治理有感
n13713507,金浴凤：哀清零
n13713568,观雨堂主：结束吧！“我爱你，中国”
n13713613,一个普通上海高中生的自白和发问
n13713632,【网海拾贝】全世界在解封，中国却越来越像露天监狱
n13713654,跳楼的小提琴家妻子质问：求医无门，为何？
n13714370,上海志愿者：这一次次的折腾究竟是什么道理？
n13714379,【网海拾贝】上海的国际形象已经分崩离析
n13713292,静雅：疫情再袭中国时 如何才能守住平安？
n13715143,侯镇安：香港政府滥用国安法余波未了
n13715170,恐怖，94岁转阴的上海老太太也要被拉去方舱
n13715212,【网海拾贝】孙春兰在上海视察搞屋顶摆拍，穿帮了
n13716295,【网海拾贝】病毒没清零，最基本的人权却被清零了
n13716670,上海财大院长直指当前防疫存在十大问题
n13716683,吐为快：卜算子·什么是赵国的政治
n13716733,东方觉：荒唐国度荒唐事 雷人社会雷人语
n13717705,知名律师批中共首席专家吴尊友为清零辩护
n13717722,【网海拾贝】改革开放的橱窗如今成了暴政的橱窗
n13717729,上海死者家属控诉：每个流程里的人都是杀人犯
n13718144,石采东：忆4.25 和平上访
n13719486,【网海拾贝】中共疾控中心主任为何见了记者抱头鼠窜？
n13719506,李承鹏：上海是预示未来一百年的大河
n13719984,乔哲：续写《人民警察的伟光正》
n13720011,被骗进方舱的上海老弱病残者
n13720029,上海封控区推出“硬隔离”，网民讥讽，律师指违法
n13719513,华尔街白领：我如何从拥共到退党并修炼法轮功
n13720045,【网海拾贝】中共利用疫情把中国彻底变成了警察国家
n13721662,袁斌：这个春天的上海，有多少血和泪
n13721688,【网海拾贝】中国独步全球的“社会面清零”在演哪出
n13717794,林一山：《时代革命》——香港最美丽的时光
n13722349,康有然：从乌俄战争谈中共的“血洗台湾，统一中国”
n13722388,强制市民交钥匙锁宅门  河北迁安防疫无法无天
n13722393,南岛：爸爸死前问了妈妈三遍──“120什么时候到？”
n13722405,【网海拾贝】上海官方的新冠死亡人数可靠吗？
n13723298,蔡桂华：人类需要清零中共
n13723827,【网海拾贝】三千多条评论，为何一条都不敢亮出来？
n13724933,郑纯清：“疫”出即“封”是为挡真相
n13725367,关于上海防疫，一个中国人想问的四个问题
n13725520,“太荒唐了，这个是二十一世纪的上海啊”
n13726083,大陆作家：信任崩解，是上海疫情最大的后遗症
n13726099,【网海拾贝】长沙房屋倒塌跟建筑质量无关，你信吗？
n13726950,南岛：这是人间地狱
n13726952,【网海拾贝】中共跟外界完全是两套系统，没有共通处
n13728623,南岛：代价
n13728664,【网海拾贝】现在有三个迥然不同的上海
n13729451,祝君安：浣溪沙‧境外势力
n13730549,【网海拾贝】70000家外企正重估在上海的明天
n13731186,黄之鸣：上海疫情自述
n13731189,安德森：饥饿塔
n13731029,上海法学教授：“一人阳性、全楼转运” 违法
n13731924,【网海拾贝】千金万金比不得安睡一晚
n13735319,网友讥讽中共封杀谭德塞讲话是“笑料”
n13735342,南岛：魔都流浪记
n13733918,林清泉：在逃出魔掌的日子里
n13735354,【网海拾贝】上海不再是文化高地，而是政治据点
n13737647,“这是我们最后一代” 网民：何等绝望，何等悲壮！
n13737687,【网海拾贝】国人最怕的不是病毒，而是随时被洪水打翻
n13737993,藏头诗：文革短镜头（十五首）
n13738644,词二首：文革五十六周年祭—红卫兵的悲哀
n13737703,面对入户消杀，一位上海老漫画家的难过和悲凉
n13739491,【网海拾贝】中共的制度劣势：集中力量办坏事和蠢事
n13739580,网友：为什么讨厌共产党？
n13739600,李文亮微博下，网民怒斥中共国是“黑白颠倒的社会”
n13741070,一七令▪封城清零大上海（三首）
n13741069,界立建：政治迫害可耻 立即释放所有良心犯
n13740366,为何美媒误称南加教会枪击案是大陆人攻击台湾人？
n13742554,【网海拾贝】受上海封城拖累，长三角财政收入暴跌
n13743436,祝君安：青玉案·红线问
n13743981,为什么上海赚黑心钱的乱象这么多？
n13744441,李斐：香港仔
n13744880,南岛：“这个世界真的是回不去了”
n13744901,市民：要不是在上海，我都信了上海解封了
n13745707,企业负责人：一刀切下，上海微小企业有多难？
n13746123,新唐人华人美声声乐大赛 填补音乐界空白
n13743806,筑梦华裔青年Jane Jin 谈广告创意之用
n13746172,吐为快：红朝说不
n13746605,【网海拾贝】上海封城是一部世界滑稽戏
n13746694,市民：疫情防控好，北京真的做到了？
n13747327,网民：又要封城又要稳经济，弄着玩呢？
n13747347,【网海拾贝】“世界人民都知道”病根，就是没人敢说
n13749170,网民斥常态化核酸检测自费：吃相越来越难看了
n13749184,【网海拾贝】大批军人撤离上海，显出大白的原形
n13749222,三个故事，说尽上海癌症患者封城下的无助
n13750135,吴绍平律师：抗疫，抗议
n13750161,王丹：纪念“六四”三十三周年的公开信
n13750791,【网海拾贝】经济被清零掏空后，中国人只会喝西北风了
n13750818,网民：以前的上海再也回不来了
n13751218,吐为快：端午祭六四（外一首）
n13751264,六四周年 媒体人：烛光不会灭 历史不会忘
n13750442,接海外退党义工电话 欲报警的他退出中共
n13752221,接种疫苗后确诊1型糖尿病，600多家长求救
n13752233,【网海拾贝】2022年度最大黑色幽默和魔幻现实
n13753047,东方慧：于无声处听惊雷——“这是我们最后一代”
n13753220,长风：锤镰伤天论
n13753239,吕千荣：点燃蜡烛，今夜我为天使们守灵
n13753255,李仪莲：真相电话传福音 有缘人不负苦劝终三退
n13753318,林泉：六四屠城三十三周年祭
n13753395,【网海拾贝】六四天安门有没有死人？在场学生说肯定有
n13753666,诸葛高参：中国梦不是超越美国
n13754786,【网海拾贝】六四事件，对百姓开枪的士兵一个也没死
n13754862,三张照片，见证上海封城的反人性
n13754895,网友怼王毅：中美关系的“恶化”究竟是谁造成的？
n13756358,何良懋：中共战机骚扰加澳 走向军国主义化
n13756396,【网海拾贝】中共离崩溃还有多久？
n13756423,呼吁国际社会关注唐吉田律师被非法长时间维稳羁押事件
n13756509,韩笑：“共产党太腐败了” 上海退伍老兵声言退党
n13757082,祝君安：天仙子·最后审判日益近
n13757085,全美学自联2022年自由精神奖给齐志勇先生的颁奖词
n13756603,警察将兼任学校副校长，网友：“全面进入警察社会”
n13757535,【网海拾贝】我们赶上了一个见证奇迹的时代
n13758168,“流浪”的罹难知青纪念碑 逃港幸存者忆当年
n13759194,张肯之：浅谈八九六四与李佳琦事件
n13759258,【网海拾贝】谁是唐山打人案惯犯累犯背后的保护伞？
n13760791,【网海拾贝】中共是最大黑社会
n13761611,张菁：一日两起残害女性案 官媒一放一收为哪般？
n13762217,【网海拾贝】小流氓横行，是因为大流氓当道
n13763337,【网海拾贝】台湾是世界不可分割的一部分
n13764890,网友九问唐山：请公布四个被打女孩现状
n13765085,【网海拾贝】政治局会议，18名委员竟有7人缺席
n13766570,一个作家在上海封城中的思考
n13766606,【网海拾贝】这不是一个红码，这是一座监狱
n13766621,丹东封控近两月 当地人：太惨了，纯粹人祸
n13767479,【网海拾贝】八旬妇生日吃不上面 “中国奇迹”令人震惊
n13768183,金浴凤：有一种红色之症叫党瘟
n13769122,【网海拾贝】如今谁上谁下都救不了中共
n13770623,理悟：这是幸福满满的共产社会吗
n13770632,老许：东方网力退市迷雾
n13770596,【网海拾贝】盛世的奴才减薪，奴隶减寿！
n13772003,袁斌：丹东九旬老人为何在社区门口上吊自杀
n13772006,【网海拾贝】习近平到港，红旗倒挂，全港空巷
n13772512,中共代表敦促美国重视解决贫困问题，网友笑翻
n13773031,【网海拾贝】香港，说什么浴火重生
n13773846,王语馨：“我就是为您好” 慈悲善行感化男士退队  
n13774711,【网海拾贝】习近平成密接，中南海要不要封锁？
n13774755,说什么“社会调剂”，明摆着就是变相拐卖人口
n13776238,北京变相强制接种新冠疫苗，网络炸锅
n13776256,【网海拾贝】中国人口14亿？实际可能只有10亿
n13777599,【网海拾贝】二十大后，将迎来“常态化清零时代”？
n13778215,沈旭晖：悼念香港人的国际关系启蒙老师、《追龙》预言家倪匡
n13778229,东方乐：七月的思考：共产主义玩啥哪？
n13778120,浩然：一位瑞典政治家对中共的剖析
n13779005,【网海拾贝】你今天的泪水，都是你曾经的鼓掌换来的
n13779021,袁斌：有感于肖建华与王丹的命运异同
n13779052,上千疫苗受害孩子父母致信胡锡进：你在吃人血馒头
n13779750,韩笑：唐山女士深感中共太腐败 退团以示远离邪恶
n13779765,赵航：中国人启示录
n13779814,广宇：疫情时代世界工业国贸易逆差之迷思
n13780551,胡蓝：就安倍前首相遇刺的辩论
n13780659,【网海拾贝】中共治下滔天罪恶总归杳无声息？
n13781090,何良懋：“伪民族主义”是“人渣主义”
n13782053,【网海拾贝】我们是生活在地狱吗？
n13782127,唐付民：安倍遇刺为何搅动中国民众的纷乱情怀？
n13782737,【网海拾贝】“记变天帐”，是震慑中共恶人的好办法
n13783297,唐山事件，比打人更可怕的是真相至今不明！
n13783340,【网海拾贝】后安倍的台海：中共更危重，台湾更安全
n13783352,广宇：中国高考制度的弊端
n13783559,东方不乐：唐山事件诗二首
n13783576,祝君安：青玉案·赵国吟
n13783482,李明：全球疫情真相 ── 防控无效
n13784361,【网海拾贝】央视跟人民日报打擂台？
n13785150,【网海拾贝】只要核酸检测存在暴利，人为疫情就会轮番上演
n13785419,反迫害23周年 法轮功学员给警察的一封信
n13785973,北京变相禁止酒店办婚宴 网民：“防疫防魔怔了”
n13785978,【网海拾贝】这党怎么能不把人民吃干榨尽呢？！
n13786910,何良懋：钳制舆论的政权 离灭亡已不远
n13787659,李春草：党的字典里没有“羞耻”二字
n13788390,国产疫苗受害者：我的女儿就是打疫苗打死的
n13788445,【网海拾贝】一位台商的觉醒
n13789120,【网海拾贝】会不会到某一天，连呼吸也要批准？
n13789582,李承鹏：理想爆雷时 请记住湖边一件美好的事
n13789824,大陆男喜岁月静好 义工：炎黄子孙就应该三退
n13790641,【网海拾贝】从中共法西斯手中保卫生活
n13790750,官方吹嘘中国安全感升至98.62%，评论区翻车
n13791473,河南维权储户：“我对这个国家的信念整个崩塌了”
n13792098,【网海拾贝】中国经济的庞氏骗局破灭了
n13792165,纽约国会议员候选人熊焱写给拜登总统和佩洛西议长的信
n13792592,刘宽：听真言扫除脑中残霾 大陆男率全家“三退”
n13792599,云鹤天：藏头诗—解析中共的华丽辞藻（八首）
n13792608,当局为何拒绝公开3-17岁接种新冠疫苗批件？
n13792611,觅真：别错过立功赎罪悔过自新的机会
n13792623,【网海拾贝】习近平对美发难被怀疑国内出了问题
n13793104,唐付民：一个中国，只应建筑在否定“共产专制”之下！
n13793078,疫情防控要算“政治帐”？网友：“就是要面子”
n13793455,资深媒体人石山：万水千山走遍 回首香港是吾乡
n13793811,宇清：从百岁老人心酸退队说起
n13793871,【网海拾贝】胡锡进是暴恐分子
n13794584,【网海拾贝】佩洛茜访台，让习近平陷入两难
n13795333,【网海拾贝】治不了美国，中共拿台湾出气
n13796240,【网海拾贝】习近平拿着刀将自己逼到了死角
n13796291,燕云：天赐口舌，毋得妄阻
n13796295,新州：二十三年反迫害 铸就救世真英雄
n13796318,大数据说话，疫苗有效率严重造假！（一）
n13796640,对全域人员强制赋码管理，民权县里无民权可言
n13796911,【网海拾贝】中共想怎么改底线就怎么改底线
n13797139,大数据说话，疫苗有效率严重造假！（二）
n13797313,网民嘲讽中共制裁佩洛西：“不让去河南银行取钱吗？”
n13797328,莲园：藏首诗：退党大潮
n13797364,郑纯清：贺三退四亿
n13797331,凌悟：灭共赋 ——祝贺三退人数突破四个亿
n13798031,【网海拾贝】中共导弹射台机密全泄，立即停止军演，为何？
n13798069,唐付民：“民族主权”不应该成为“民主主权”的恶魔！
n13798299,许那：当恐怖侵入日常生活 讲真相要付多大代价
n13798448,郑法途：四亿囚徒庆新生
n13798649,大陆经济学家：中共为何不愿结束“过度防疫”？
n13798677,王清鹏：移民的你，真的自由了吗？
n13798660,【网海拾贝】以为要封台湾岛，结果封的是海南岛
n13799372,【网海拾贝】大国崛起后的盛世孤儿
n13800211,【网海拾贝】全世界都在看中共的笑话
n13800880,山月：贺四亿同胞三退
n13800984,“本来想深度游海南，现在是深度游海南核酸亭”
n13801761,【网海拾贝】所谓亡党亡国不过是中共的瞎忽悠
n13801792,【网海拾贝】通向未来的航班可能没有我们的座位
n13802166,公开退出中共的醒觉者——高智晟
n13802171,致一位向死而行的勇士——高智晟
n13802193,唐付民：佩洛西访台“升级了台海局势” 是人类文明进步的必然结果
n13802275,李明：中共防疫的骗局
n13802191,高智晟律师——真正的爱国者与男子汉大丈夫
n13802738,大数据说话，疫苗有效率严重造假！（三）
n13802875,【网海拾贝】中华民国存在一天，中共政权就是非法的！
n13803539,【网海拾贝】在一个号称盛世的时代
n13804404,李春草：一个中国与两个中共
n13804410,青萍之末：中共国不是中国
n13804451,广宇：论统一
n13804505,【网海拾贝】若西方与中国全面脱钩，中国将成最大输家
n13805059,【网海拾贝】央视台标居然是日本人设计的，辱华了
n13804796,王清鹏：共产党下台，你做好准备了吗？（二）
n13805469,许那：我看见了未来——于宙祭日有感
n13805756,程绍蟾：中元节被抢记
n13805792,郑纯清：“小康”跟“紧日子”的“政治帐”
n13805813,【网海拾贝】上海财政赤字，是明确的经济崩溃信号！
n13806519,云松：哀长江
n13806544,【网海拾贝】中共现在处于“自我毁灭状态”
n13807006,吐为快：危邦赋
n13807284,陆客：由中共的重大发现想到的
n13807536,【网海拾贝】肖建华们都会死在监狱里吗？
n13808233,党史专家司马璐破碎的“延安梦”（5）：“为党工作却不被信任”
n13808238,【网海拾贝】北戴河会议后的中共政局——假和谐与半稳定
n13808946,【网海拾贝】中国搭上了仇恨号失速列车
n13808828,金浴凤：朋友，你是炎黄子孙吗？
n13809680,强制赋橙码做核酸 重庆当局被斥“为所欲为”
n13809733,【网海拾贝】摆在中国人面前的只有两条路
n13810534,大数据说话，疫苗有效率严重造假！（四）
n13810621,周恩来的狡诈和无情
n13810635,【网海拾贝】2022年中国魔幻时刻
n13811366,没能熬过酷热，许多老人死在了这个夏天
n13811414,火山：老舍投湖到现代知识分子落跑
n13811406,【网海拾贝】“天塌下来也要核酸”
n13812072,祝君安：中共魔教加速解体吧
n13812062,【网海拾贝】中国百姓也成了活摘人体器官的刀下鬼
n13812840,乾元：贾浅浅给中国当代诗坛敲响了丧钟
n13812985,【网海拾贝】有多少人没有熬过这个夏天？
n13813604,【网海拾贝】美军刚刚又踩了大红线，中共为什么还不开战？
n13814374,【网海拾贝】18年，4亿人“三退”数字真实不虚
n13814705,大数据说话，疫苗有效率严重造假！（五）
n13815063,郭蒂娅：听见人民的呼声
n13815193,【网海拾贝】这七大谜底，将在中共二十大上揭开
n13816016,成都网友“吹哨”被拘 网民：“一个字不对就算谣言”
n13816020,大数据说话，疫苗有效率严重造假！（六）
n13816463,【网海拾贝】中国经济成长已趋近零
n13816650,谢田：劫富济贫为偏颇 劫贫济富近作恶
n13816657,伍新：神枪单闹建国门
n13816672,理悟：高智晟，黑夜里的一盏明灯
n13817147,长风拂泪：开学季，告别英“雄”——写在禁书之后
n13817209,汪志远：四亿人三退真实不虚
n13817153,觅真：恶报加身是在兑现天理和警示世人
n13817602,【网海拾贝】文革也没有这样过，这是人间地狱！
n13817607,清荷：中共这个大流氓
n13818308,成都，全城静默成了全城“罚站”
n13818367,【网海拾贝】封城没完没了，中国人快活不起了
n13818741,王茂俊：香港8.31太子站三周年随感
n13819089,成都一母亲哭诉因疫情管控丧子：我儿子是牺牲者
n13819193,英国法轮功学员中秋感恩：无限敬仰李洪志大师
n13819829,颜纯钩：从龙应台著作被禁到香港去殖民化还有多远？
n13819903,孔诰烽：伟大领袖淹溺在“形势大好”谎言中  世界劝阻无效唯有脱钩
n13819975,袁斌：关于香港的“司马璐之问”
n13819989,【网海拾贝】“每个星期给你们3元，能放过我们吗？”
n13820813,【网海拾贝】党媒称中共满意度超90%，为何关闭评论区？
n13820824,大数据说话，疫苗有效率严重造假！（七）
n13821415,英国法轮功学员耄耋之年得法 无病一身轻
n13822187,【网海拾贝】你永远也不知道，下一个是谁，下一个城市在哪里
n13822441,雨莲：投出负责的一票——亲历瑞典大选
n13822781,“伊犁封城40天了，没人管我们老百姓的死活”
n13823029,韩笑：退党洪流滚滚向前 大陆男声言不再与邪恶为伍  
n13823090,【网海拾贝】1000天前和1000天后与100天前和100天后
n13823760,云松：清平乐 红朝防疫
n13823779,关乐：红宫宴
